idx,rxn,rxn_class,r,p,rxn_class_th,class_id,split
2590,CC1=C(O)C(O)=CC=C1.O=C=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>CC1=CC=CC(O)C1(O)C(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1,1.3.1.68,CC1=C(O)C(O)=CC=C1.O=C=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,CC1=CC=CC(O)C1(O)C(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1,1.3.1,15,train
2591,[*:0]C1=CC(C2=[O+]/C3=CC([O-])=CC(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C3/C=C\2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=CC([*:0])=C1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1=CC=C(O)C=C1>>*C1=CC(C2=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)/C=C3/C(OC4O[C@H](COC(=O)/C=C/C5=CC=C(O)C=C5)[C@@H](O)[C@H](O)[C@H]4O)=CC([O-])=C/C3=[O+]\2)=CC(*)=C1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,2.3.1.153,[*:0]C1=CC(C2=[O+]/C3=CC([O-])=CC(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C3/C=C\2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=CC([*:0])=C1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1=CC=C(O)C=C1,*C1=CC(C2=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)/C=C3/C(OC4O[C@H](COC(=O)/C=C/C5=CC=C(O)C=C5)[C@@H](O)[C@H](O)[C@H]4O)=CC([O-])=C/C3=[O+]\2)=CC(*)=C1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,2.3.1,11,train
2592,*C1=CC(C2=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)/C=C3/C(OC4O[C@H](COC(=O)/C=C/C5=CC=C(O)C=C5)[C@@H](O)[C@H](O)[C@H]4O)=CC([O-])=C/C3=[O+]\2)=CC(*)=C1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS>>[*:0]C1=CC(C2=[O+]/C3=CC([O-])=CC(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C3/C=C\2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=CC([*:0])=C1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1=CC=C(O)C=C1,2.3.1.153,*C1=CC(C2=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)/C=C3/C(OC4O[C@H](COC(=O)/C=C/C5=CC=C(O)C=C5)[C@@H](O)[C@H](O)[C@H]4O)=CC([O-])=C/C3=[O+]\2)=CC(*)=C1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,[*:0]C1=CC(C2=[O+]/C3=CC([O-])=CC(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C3/C=C\2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=CC([*:0])=C1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1=CC=C(O)C=C1,2.3.1,11,train
2593,*O[C@H]1C[C@H](*)O[C@@H]1CO.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>*O[C@H]1C[C@H](*)O[C@@H]1COP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],2.7.1.78,*O[C@H]1C[C@H](*)O[C@@H]1CO.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,*O[C@H]1C[C@H](*)O[C@@H]1COP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],2.7.1,35,train
2594,*O[C@H]1C[C@H](*)O[C@@H]1COP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]>>*O[C@H]1C[C@H](*)O[C@@H]1CO.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,2.7.1.78,*O[C@H]1C[C@H](*)O[C@@H]1COP(=O)([O-])[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],*O[C@H]1C[C@H](*)O[C@@H]1CO.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,2.7.1,35,train
2595,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H]>>CC(=O)CC(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H+],3.1.2.11,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H],CC(=O)CC(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H+],3.1.2,100,train
2596,CC(=O)CC(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H+]>>CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H],3.1.2.11,CC(=O)CC(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H+],CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H]O[H],3.1.2,100,train
2597,NC(=O)CCCC[NH3+].[H]O[H]>>[NH3+]CCCCC(=O)[O-].[H][N+]([H])([H])[H],3.5.1.30,NC(=O)CCCC[NH3+].[H]O[H],[NH3+]CCCCC(=O)[O-].[H][N+]([H])([H])[H],3.5.1,0,train
2598,[NH3+]CCCCC(=O)[O-].[H][N+]([H])([H])[H]>>NC(=O)CCCC[NH3+].[H]O[H],3.5.1.30,[NH3+]CCCCC(=O)[O-].[H][N+]([H])([H])[H],NC(=O)CCCC[NH3+].[H]O[H],3.5.1,0,train
2599,[H]C(=O)/C(=C\C=C(/O)C(=O)[O-])CC(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H]>>O=C([O-])C/C(=C\C=C(/O)C(=O)[O-])C(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H+],1.2.1.60,[H]C(=O)/C(=C\C=C(/O)C(=O)[O-])CC(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H],O=C([O-])C/C(=C\C=C(/O)C(=O)[O-])C(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H+],1.2.1,43,train
2600,O=C([O-])C/C(=C\C=C(/O)C(=O)[O-])C(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H+]>>[H]C(=O)/C(=C\C=C(/O)C(=O)[O-])CC(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H],1.2.1.60,O=C([O-])C/C(=C\C=C(/O)C(=O)[O-])C(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H+],[H]C(=O)/C(=C\C=C(/O)C(=O)[O-])CC(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H],1.2.1,43,train
2601,[NH3+]CC[C@H]([NH3+])C(=O)[O-].[H+]>>[NH3+]CCC[NH3+].O=C=O,4.1.1.86,[NH3+]CC[C@H]([NH3+])C(=O)[O-].[H+],[NH3+]CCC[NH3+].O=C=O,4.1.1,24,train
2602,[NH3+]CCC[NH3+].O=C=O>>[NH3+]CC[C@H]([NH3+])C(=O)[O-].[H+],4.1.1.86,[NH3+]CCC[NH3+].O=C=O,[NH3+]CC[C@H]([NH3+])C(=O)[O-].[H+],4.1.1,24,train
2603,O=C1C([O-])=C(C2=CC=C(O)C=C2)OC2=C1C(O)=CC(O)=C2.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1>>O=C1C2=C(O)C=C([O-])C=C2O/C(C2=CC=C(O)C=C2)=C\1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+],2.4.1.234,O=C1C([O-])=C(C2=CC=C(O)C=C2)OC2=C1C(O)=CC(O)=C2.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1,O=C1C2=C(O)C=C([O-])C=C2O/C(C2=CC=C(O)C=C2)=C\1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+],2.4.1,17,train
2604,O=C1C2=C(O)C=C([O-])C=C2O/C(C2=CC=C(O)C=C2)=C\1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+]>>O=C1C([O-])=C(C2=CC=C(O)C=C2)OC2=C1C(O)=CC(O)=C2.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1,2.4.1.234,O=C1C2=C(O)C=C([O-])C=C2O/C(C2=CC=C(O)C=C2)=C\1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+],O=C1C([O-])=C(C2=CC=C(O)C=C2)OC2=C1C(O)=CC(O)=C2.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1,2.4.1,17,train
2605,[1*]O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>[1*]O[C@@H]1O[C@H](COC(C)=O)[C@H](O)[C@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,2.3.1.18,[1*]O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-],[1*]O[C@@H]1O[C@H](COC(C)=O)[C@H](O)[C@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,2.3.1,11,train
2606,[1*]O[C@@H]1O[C@H](COC(C)=O)[C@H](O)[C@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS>>[1*]O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-],2.3.1.18,[1*]O[C@@H]1O[C@H](COC(C)=O)[C@H](O)[C@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,[1*]O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-],2.3.1,11,train
2607,COC1=C2C(=O)C3=C(O)C4=C(C[C@@](O)(C(C)=O)C[C@@H]4O[C@H]4C[C@H]([NH3+])[C@H](O)[C@H](C)O4)C(O)=C3C(=O)C2=CC=C1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+]>>COC1=C2C(=O)C3=C(O)C4=C(C[C@@](O)(C(=O)CO)C[C@@H]4O[C@H]4C[C@H]([NH3+])[C@H](O)[C@H](C)O4)C(O)=C3C(=O)C2=CC=C1.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H],1.14.13.181,COC1=C2C(=O)C3=C(O)C4=C(C[C@@](O)(C(C)=O)C[C@@H]4O[C@H]4C[C@H]([NH3+])[C@H](O)[C@H](C)O4)C(O)=C3C(=O)C2=CC=C1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+],COC1=C2C(=O)C3=C(O)C4=C(C[C@@](O)(C(=O)CO)C[C@@H]4O[C@H]4C[C@H]([NH3+])[C@H](O)[C@H](C)O4)C(O)=C3C(=O)C2=CC=C1.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H],1.14.13,21,train
2608,COC1=C2C(=O)C3=C(O)C4=C(C[C@@](O)(C(=O)CO)C[C@@H]4O[C@H]4C[C@H]([NH3+])[C@H](O)[C@H](C)O4)C(O)=C3C(=O)C2=CC=C1.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H]>>COC1=C2C(=O)C3=C(O)C4=C(C[C@@](O)(C(C)=O)C[C@@H]4O[C@H]4C[C@H]([NH3+])[C@H](O)[C@H](C)O4)C(O)=C3C(=O)C2=CC=C1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+],1.14.13.181,COC1=C2C(=O)C3=C(O)C4=C(C[C@@](O)(C(=O)CO)C[C@@H]4O[C@H]4C[C@H]([NH3+])[C@H](O)[C@H](C)O4)C(O)=C3C(=O)C2=CC=C1.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H],COC1=C2C(=O)C3=C(O)C4=C(C[C@@](O)(C(C)=O)C[C@@H]4O[C@H]4C[C@H]([NH3+])[C@H](O)[C@H](C)O4)C(O)=C3C(=O)C2=CC=C1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+],1.14.13,21,train
2609,[NH3+]CC(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H]>>[H]C(=O)C(=O)[O-].[H][N+]([H])([H])[H].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],1.4.1.10,[NH3+]CC(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H],[H]C(=O)C(=O)[O-].[H][N+]([H])([H])[H].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],1.4.1,48,train
2610,[H]C(=O)C(=O)[O-].[H][N+]([H])([H])[H].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>[NH3+]CC(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H],1.4.1.10,[H]C(=O)C(=O)[O-].[H][N+]([H])([H])[H].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],[NH3+]CC(=O)[O-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H],1.4.1,48,train
2611,O=C1CO[C@H](CO)[C@@H](O)[C@@H]1O>>O=C1CO[C@H](CO)C=C1O.[H]O[H],4.2.1.111,O=C1CO[C@H](CO)[C@@H](O)[C@@H]1O,O=C1CO[C@H](CO)C=C1O.[H]O[H],4.2.1,19,train
2612,O=C1CO[C@H](CO)C=C1O.[H]O[H]>>O=C1CO[C@H](CO)[C@@H](O)[C@@H]1O,4.2.1.111,O=C1CO[C@H](CO)C=C1O.[H]O[H],O=C1CO[C@H](CO)[C@@H](O)[C@@H]1O,4.2.1,19,train
2613,O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1>>O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],1.1.1.57,O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1,O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],1.1.1,8,train
