reaction,left_comp,right_comp,left_smiles,right_smiles
MNXR131683,MNXM1021//MNXM725881,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)[O-]//O=C([O-])/C=C/CC(=O)[O-],O=C([O-])CCCC(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CC(=O)[O-],CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)[O-].O=C([O-])/C=C/CC(=O)[O-]
MNXR148421,MNXM162546//MNXM2091,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])[C@@H](O)CCCC(=O)[O-]//[*]C(N)C(=O)O,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H]([NH3+])C(=O)NCC(=O)[O-])[C@@H](O)CCCC(=O)[O-].[*]C(NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)[O-],CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])[C@@H](O)CCCC(=O)[O-].[*]C(N)C(=O)O
MNXR120253,MNXM729297//MNXM741361,[*]C(=O)OC[C@H](CO[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O)OC([*])=O//[*]C(=O)OC[C@H](CO)OC([*])=O,[*]C(=O)OC[C@H](CO[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O)OC([*])=O.[*]C(=O)OC[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)OC([*])=O,[*]C(=O)OC[C@H](CO[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O)OC([*])=O.[*]C(=O)OC[C@H](CO)OC([*])=O
MNXR177059,MNXM10742//MNXM5//WATER,[H+]//C=C(C)[C@@H]1CC[C@@H](C)[C@@H]2CCC(C)=C[C@@H]21//O=O//NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,C=C(CO)[C@@H]1CC[C@@H](C)[C@@H]2CCC(C)=C[C@@H]21.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H],[H+].C=C(C)[C@@H]1CC[C@@H](C)[C@@H]2CCC(C)=C[C@@H]21.O=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
MNXR152402,MNXM166598//MNXM730326,Nc1ccc(O)cc1C(=O)CC(=O)C(=O)O//[*]C([NH3+])C(=O)[O-],Nc1ccc(O)cc1C(=O)C[C@H]([NH3+])C(=O)[O-].[*]C(=O)C(=O)[O-],Nc1ccc(O)cc1C(=O)CC(=O)C(=O)O.[*]C([NH3+])C(=O)[O-]
MNXR165556,MNXM1089881//MNXM23//MNXM727276,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]//O=C=O,CC(=O)C(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=C=O
MNXR131140,MNXM1108015//MNXM1//MNXM738702,Nc1ccccc1C(=O)[O-]//CN(C)c1ccc(N)cc1//NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,CN(C)c1ccc(N=Nc2ccccc2C(=O)O)cc1.[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nc1ccccc1C(=O)[O-].CN(C)c1ccc(N)cc1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
MNXR108059,MNXM1107774,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,CC(C)=CCC/C(C)=C/CC/C(C)=C\CO,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO
MNXR185967,MNXM681038//WATER,[*][C@H](O)C(=O)[O-]//[*],[*]C([*])C(=O)[O-].[H]O[H],[*][C@H](O)C(=O)[O-].[*]
MNXR194270,MNXM1112773//MNXM5,[H+]//O=C1O[C@H](CO)[C@H](O)[C@H]1O//NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,OC[C@H]1OC(O)[C@H](O)[C@H]1O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,[H+].O=C1O[C@H](CO)[C@H](O)[C@H]1O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
MNXR148592,MNXM1103//MNXM1//MNXM738702,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1//O=C([O-])[C@@H](O)Cc1cnc[nH]1,O=C([O-])C(=O)Cc1cnc[nH]1.[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C([O-])[C@@H](O)Cc1cnc[nH]1
MNXR144543,MNXM1102072//MNXM727228,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O//COc1ccc(-c2coc3ccccc3c2=O)cc1,C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.O=c1c(-c2ccccc2)coc2ccccc12,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.COc1ccc(-c2coc3ccccc3c2=O)cc1
MNXR181925,MNXM165010//MNXM5//WATER,CCCCCC/C=C\C=C\CCCCCCCCCC(=O)[O-]//NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,CC(C)=C1C=C2CCC3[C@](C)(C=O)CCC[C@]3(C)[C@H]2CC1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H],CCCCCC/C=C\C=C\CCCCCCCCCC(=O)[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
MNXR95945,MNXM117//MNXM741175,NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)[O-]//[H]O[H],NC(N)=O.[NH3+]CCC[C@H]([NH3+])C(=O)[O-],NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)[O-].[H]O[H]
MNXR112961,MNXM162292//MNXM178//MNXM9034,[*][*][Fe+2]1([*][*])[S-2][Fe+3]([*][*])([*][*])[S-2]1//[*][*][Cu+2]([*][*])([*][*])[*][*],[*][*][Fe+3]1([*][*])[S-2][Fe+3]([*][*])([*][*])[S-2]1.[*][*][Cu+]([*][*])([*][*])[*][*],[*][*][Fe+2]1([*][*])[S-2][Fe+3]([*][*])([*][*])[S-2]1.[*][*][Cu+2]([*][*])([*][*])[*][*]
MNXR147697,MNXM1094294//MNXM731952//WATER,CC1=C(CCC(=O)O)C2=N/C1=C\c1c(C)c(C(C)SC[C@H](NC([*])=O)C(=O)N[*])c3n1[Fe]n1/c(c(C)c(CCC(=O)O)/c1=C/2)=C\C1=N/C(=C\3)C(C)=C1C(C)SC[C@H](NC([*])=O)C(=O)N[*]//C[N+](C)(C)[O-],C[NH+](C)C.CC1=C(CCC(=O)O)C2=N/C1=C\c1c(C)c(C(C)SC[C@H](NC([*])=O)C(=O)N[*])c3n1[Fe+]n1/c(c(C)c(CCC(=O)O)/c1=C/2)=C\C1=N/C(=C\3)C(C)=C1C(C)SC[C@H](NC([*])=O)C(=O)N[*].[H]O[H],CC1=C(CCC(=O)O)C2=N/C1=C\c1c(C)c(C(C)SC[C@H](NC([*])=O)C(=O)N[*])c3n1[Fe]n1/c(c(C)c(CCC(=O)O)/c1=C/2)=C\C1=N/C(=C\3)C(C)=C1C(C)SC[C@H](NC([*])=O)C(=O)N[*].C[N+](C)(C)[O-]
MNXR121456,MNXM10377//MNXM729100//WATER,CSCCCCC/C=N/O//[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-]//Cc1cc2c(cc1C)N([*])c1[nH]c(=O)[nH]c(=O)c1N2//O=O,CSCCCCC/C(=N\O)SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-].Cc1cc2nc3c(=O)[n-]c(=O)nc-3n([*])c2cc1C.[H]O[H],CSCCCCC/C=N/O.[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-].Cc1cc2c(cc1C)N([*])c1[nH]c(=O)[nH]c(=O)c1N2.O=O
MNXR175408,MNXM3//MNXM726849//MNXM729302,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O//C[N+](C)(C)[C@@H](CCc1nc(C[C@H]([NH2+][*])C([*])=O)c[nH]1)C(N)=O//O=P([O-])([O-])O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.C[N+](C)(C)[C@@H](CCc1nc(C[C@H]([NH2+][*])C([*])=O)c[nH]1)C(=O)[O-].[NH4+],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.C[N+](C)(C)[C@@H](CCc1nc(C[C@H]([NH2+][*])C([*])=O)c[nH]1)C(N)=O.O=P([O-])([O-])O
MNXR176963,MNXM1//MNXM628//MNXM732918,C[n+]1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2[nH]c(=O)[nH]c(=O)c21//[H]O[H],[H+].Cn1cnc2[nH]c(=O)[nH]c(=O)c21.O=C[C@H](O)[C@H](O)[C@H](O)CO,C[n+]1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2[nH]c(=O)[nH]c(=O)c21.[H]O[H]
MNXR192712,MNXM1133737//MNXM728294,[*]S//NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,[*]SC(=O)[C@@H](N)CCCNC(=N)N.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,[*]S.NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
MNXR176392,MNXM6595,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC
MNXR191346,MNXM1108183//WATER,CCC1=C(C)C2=[N+]3C1=Cc1c(C)c4c5n1[Mg-2]31n3c(c(C)c(C(C)O)c3=C2)=CC2=[N+]1C(=C5[C@@H](C(=O)OC)C4=O)[C@@H](CCC(=O)O)[C@@H]2C,C=Cc1c(C)c2n3c1C=C1C(C)=C(CC)C4=[N+]1[Mg-2]31n3c(c(C)c5c3=C(C3=[N+]1C(=C2)[C@@H](C)[C@@H]3CCC(=O)O)[C@@H](C(=O)OC)C5=O)=C4.[H]O[H],CCC1=C(C)C2=[N+]3C1=Cc1c(C)c4c5n1[Mg-2]31n3c(c(C)c(C(C)O)c3=C2)=CC2=[N+]1C(=C5[C@@H](C(=O)OC)C4=O)[C@@H](CCC(=O)O)[C@@H]2C
MNXR150978,MNXM1106160//MNXM726611//MNXM735438,C/C=C/CCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]//C=CC1=C(C)C2=Cc3c(C=C)c(C)c4n3[Fe-]35([*])n6c(c(C)c(CCC(=O)[O-])c6=CC6=[N+]3C(=C4)C(C)=C6CCC(=O)[O-])=CC1=[N+]25//[H]O[H],CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].C=CC1=C(C)C2=Cc3c(C=C)c(C)c4n3[Fe-2]35([*])n6c(c(C)c(CCC(=O)[O-])c6=CC6=[N+]3C(=C4)C(C)=C6CCC(=O)[O-])=CC1=[N+]25.O=O,C/C=C/CCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].C=CC1=C(C)C2=Cc3c(C=C)c(C)c4n3[Fe-]35([*])n6c(c(C)c(CCC(=O)[O-])c6=CC6=[N+]3C(=C4)C(C)=C6CCC(=O)[O-])=CC1=[N+]25.[H]O[H]
MNXR130166,MNXM1102128//MNXM169385,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O//O=c1ccc2ccc(O)cc2o1,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.O=c1ccc2ccc(O)cc2o1
MNXR134798,MNXM1103344//MNXM78362//WATER,O=P([O-])([O-])OP(=O)([O-])O//C=CC1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)[O-])c3n1[Fe]n1/c(c(C)c(C(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].C=CC1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)[O-])c3n1[Fe]n1/c(c(C)c(C=C)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C.[H]O[H],O=P([O-])([O-])OP(=O)([O-])O.C=CC1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)[O-])c3n1[Fe]n1/c(c(C)c(C(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C
MNXR147040,MNXM13//MNXM2073//WATER,O=O//[NH3+][C@@H](Cc1ccccc1)C(=O)[O-],O=C=O.NC(=O)Cc1ccccc1.[H]O[H],O=O.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]
MNXR148824,MNXM1112486//MNXM162949,CC(C)(COP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS//CC(=O)S[*],CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])[O-].[*]S,CC(C)(COP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(=O)S[*]
MNXR120714,MNXM1089678//MNXM11//MNXM164243//MNXM728294,CC(C)(COP(=O)([O-])OC[C@H](N[*])C([*])=O)[C@@H](O)C(=O)NCCC(=O)NCCS//CC(C)(COP(=O)([O-])OC[C@H](N[*])C([*])=O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1nc2ccccc2cc1O//[NH3+]CC(=O)[O-]//Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O//[NH3+][C@@H](CS)C(=O)[O-],CC(C)(COP(=O)([O-])OC[C@H](N[*])C([*])=O)[C@@H](O)C(=O)NCCC(=O)NCCS.O=P([O-])([O-])OP(=O)([O-])O.CC(C)(COP(=O)([O-])OC[C@H](N[*])C([*])=O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CNC(=O)[C@@H](CS)NC(=O)c1nc2ccccc2cc1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,CC(C)(COP(=O)([O-])OC[C@H](N[*])C([*])=O)[C@@H](O)C(=O)NCCC(=O)NCCS.CC(C)(COP(=O)([O-])OC[C@H](N[*])C([*])=O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1nc2ccccc2cc1O.[NH3+]CC(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[NH3+][C@@H](CS)C(=O)[O-]
MNXR131908,MNXM11//MNXM3033,O=P([O-])([O-])O,O=P([O-])([O-])OP(=O)([O-])O,O=P([O-])([O-])O
MNXR135611,MNXM1104274//MNXM5,N#Cc1c[nH]c2nc(N)[nH]c(=O)c12//NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nc1nc2[nH]cc(C[NH2+][C@H]3C=C[C@H](O)[C@@H]3O)c2c(=O)[nH]1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,N#Cc1c[nH]c2nc(N)[nH]c(=O)c12.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
MNXR193101,MNXM732990//WATER,[*]C(=O)[O-]//[*]OC[C@H](CO[*])O[*],[*]C(=O)OC[C@H](COC([*])=O)OC([*])=O.[H]O[H],[*]C(=O)[O-].[*]OC[C@H](CO[*])O[*]
MNXR123103,MNXM10//MNXM9070,[*]CC(=O)C(CCCCNC(=O)CCCCC(S)CCS)N[*]//NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]CC(=O)C(CCCCNC(=O)CCCC[C@H]1CCSS1)N[*],[*]CC(=O)C(CCCCNC(=O)CCCCC(S)CCS)N[*].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
MNXR163825,MNXM100926,[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]//[NH3+][C@@H](Cc1ccccc1)C(=O)[O-],O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1Cc1ccccc1,[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-].[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]
MNXR108922,MNXM1//MNXM26//MNXM4385,CC(=O)OCCC#Cc1ccc(-c2cccs2)s1//[H]O[H],[H+].CC(=O)[O-].OCCC#Cc1ccc(-c2cccs2)s1,CC(=O)OCCC#Cc1ccc(-c2cccs2)s1.[H]O[H]
MNXR164357,MNXM1089662//MNXM3//MNXM741173,O=P([O-])([O-])OP(=O)([O-])O//Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O//CC(C)(COP(=O)([O-])OC[C@H](N[*])C([*])=O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@@H]([NH3+])CCC(=O)[O-],CC(C)(COP(=O)([O-])OC[C@H](N[*])C([*])=O)[C@@H](O)C(=O)NCCC(=O)NCCS.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=P([O-])([O-])OP(=O)([O-])O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OC[C@H](N[*])C([*])=O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@@H]([NH3+])CCC(=O)[O-]
MNXR148555,MNXM1104316//MNXM3704,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O//[*]NC(=O)[C@H](Cc1cncn1P(=O)(O)O)NC([*])=O,O=P([O-])([O-])OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.[*]NC(=O)[C@H](Cc1c[nH]cn1)NC([*])=O,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.[*]NC(=O)[C@H](Cc1cncn1P(=O)(O)O)NC([*])=O
MNXR177292,MNXM2901//MNXM735438,O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1//[H]O[H],O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c([O-])c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1.O=O,O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1.[H]O[H]
MNXR187555,MNXM1106873//MNXM729080//WATER,C/C(=C\CC12OC1(C)C(=O)c1ccccc1C2=O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C//[*][NH2+]C(CS)C(=O)NC([*])C(=O)NC([*])C(=O)NC(CS)C([*])=O,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O.[*][NH2+]C1CSSCC(C([*])=O)NC(=O)C([*])NC(=O)C([*])NC1=O.[H]O[H],C/C(=C\CC12OC1(C)C(=O)c1ccccc1C2=O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C.[*][NH2+]C(CS)C(=O)NC([*])C(=O)NC([*])C(=O)NC(CS)C([*])=O
