reaction,left_comp,right_comp,left_smiles,right_smiles
DM113,[NH3+]CCCC[NH3+]//NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1//O=O,[NH3+]CCCCNO//NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1//[H]O[H],[NH3+]CCCC[NH3+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O,[NH3+]CCCCNO.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[H]O[H]
DM114,O=P([O-])([O-])OC[C@@H](O)[C@@H](O)[C@@H](O)CO//NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1,O=C(CO)[C@H](O)[C@H](O)COP(=O)([O-])[O-]//NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1//[H+],O=P([O-])([O-])OC[C@@H](O)[C@@H](O)[C@@H](O)CO.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1,O=C(CO)[C@H](O)[C@H](O)COP(=O)([O-])[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]
DM115,O=C([O-])C1=CC=CC=C1//NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O//CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=CC=CC=C1//NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O//O=P([O-])([O-])OP(=O)([O-])O,O=C([O-])C1=CC=CC=C1.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=CC=CC=C1.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])OP(=O)([O-])O
DM116,C[NH2+]CCOP(=O)([O-])[O-]//NC1=NC(=O)N([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C=C1//[H+],C[NH2+]CCOP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=CC(N)=NC2=O)[C@H](O)[C@@H]1O//O=P([O-])([O-])OP(=O)([O-])O,C[NH2+]CCOP(=O)([O-])[O-].NC1=NC(=O)N([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C=C1.[H+],C[NH2+]CCOP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=CC(N)=NC2=O)[C@H](O)[C@@H]1O.O=P([O-])([O-])OP(=O)([O-])O
DM117,CCCCC/C=C\C/C=C\[C@@H](CCCCCCC(=O)[O-])OO,CCCCC/C=C\C/C=C\[C@H](O)CC[C@@H](O)CCCC(=O)[O-],CCCCC/C=C\C/C=C\[C@@H](CCCCCCC(=O)[O-])OO,CCCCC/C=C\C/C=C\[C@H](O)CC[C@@H](O)CCCC(=O)[O-]
DM118,O=P([O-])([O-])OC[C@H](O)CO//NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O//[H+],OCC(O)CO//NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,O=P([O-])([O-])OC[C@H](O)CO.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+],OCC(O)CO.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O
DM119,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@H](O)C(=O)[O-]//NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O//O=P([O-])([O-])O,O=C([O-])C[C@H](O)C(=O)[O-]//NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O//CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@H](O)C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O,O=C([O-])C[C@H](O)C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
DM120,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]//O=C([O-])CCC(=O)C(=O)[O-]//[H]O[H],CCCCCCCCCC[C@H](C(=O)[O-])[C@@](O)(CCC(=O)[O-])C(=O)[O-]//CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS//[H+],CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=C([O-])CCC(=O)C(=O)[O-].[H]O[H],CCCCCCCCCC[C@H](C(=O)[O-])[C@@](O)(CCC(=O)[O-])C(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H+]
DM121,*C(=O)[C@@H](NC(=O)[C@@H]([NH3+])CCSC)C(C)C//CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-],*C(=O)[C@@H](NC(=O)[C@H](CCSC)NC(C)=O)C(C)C//CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS//[H+],*C(=O)[C@@H](NC(=O)[C@@H]([NH3+])CCSC)C(C)C.CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-],*C(=O)[C@@H](NC(=O)[C@H](CCSC)NC(C)=O)C(C)C.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H+]
DM122,NC1=CC=CC=C1C(=O)CC(=O)[O-]//CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]//[H+],CCCCCCCC1=CC(=O)C2=C(C=CC=C2)N1//O=C=O//CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS//[H]O[H],NC1=CC=CC=C1C(=O)CC(=O)[O-].CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H+],CCCCCCCC1=CC(=O)C2=C(C=CC=C2)N1.O=C=O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H]O[H]
DM123,*N[C@H](C(*)=O)[C@@H](C)OP(=O)([O-])[O-]//[H]O[H],*N[C@H](C(*)=O)[C@@H](C)O//O=P([O-])([O-])O,*N[C@H](C(*)=O)[C@@H](C)OP(=O)([O-])[O-].[H]O[H],*N[C@H](C(*)=O)[C@@H](C)O.O=P([O-])([O-])O
DM124,OC[C@H]1OC(O)[C@H](O)[C@@H]1O//O=C1C=CNC(=O)N1,O=C1C=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1//[H]O[H],OC[C@H]1OC(O)[C@H](O)[C@@H]1O.O=C1C=CNC(=O)N1,O=C1C=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1.[H]O[H]
DM125,[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O//O=S([O-])[O-]//[H]O[H],[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*]//O=S(=O)([O-])[O-],[1*]C1=C([2*])C(=O)C([3*])=C([4*])C1=O.O=S([O-])[O-].[H]O[H],[1*]C1=C(O)C([4*])=C([3*])C(O)=C1[2*].O=S(=O)([O-])[O-]
DM126,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C/C4=C(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C=C([O-])C=C4/[O+]=C\3C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O//O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1//[H+],C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C/C4=C([O-])C=C(O)C=C4/[O+]=C\3C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O//O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C/C4=C(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C=C([O-])C=C4/[O+]=C\3C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+],C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C/C4=C([O-])C=C(O)C=C4/[O+]=C\3C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)C(=O)N1
DM127,*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(*)=O)C(*)=O//NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1//[H+],*C([H])=O//*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(*)=O//NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1,*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(*)=O)C(*)=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+],*C([H])=O.*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(*)=O.NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1
DM128,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@H](O)CC1=CC=CC=C1//O=C([O-])/C=C/C1=CC=CC=C1,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1=CC=CC=C1//O=C([O-])[C@H](O)CC1=CC=CC=C1,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@H](O)CC1=CC=CC=C1.O=C([O-])/C=C/C1=CC=CC=C1,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1=CC=CC=C1.O=C([O-])[C@H](O)CC1=CC=CC=C1
DM129,CC1=C2CC3=C(C)C(CCC(=O)[O-])=C(CC4=C(CCC(=O)[O-])C(C)=C(CC5=C(CCC(=O)[O-])C(C)=C(CC(=C1CCC(=O)[O-])N2)N5)N4)N3//O=C=O//O=C=O//O=C=O//O=C=O,O=C([O-])CCC1=C2CC3=C(CCC(=O)[O-])C(CC(=O)[O-])=C(CC4=C(CC(=O)[O-])C(CCC(=O)[O-])=C(CC5=C(CC(=O)[O-])C(CCC(=O)[O-])=C(CC(=C1CC(=O)[O-])N2)N5)N4)N3//[H+]//[H+]//[H+]//[H+],CC1=C2CC3=C(C)C(CCC(=O)[O-])=C(CC4=C(CCC(=O)[O-])C(C)=C(CC5=C(CCC(=O)[O-])C(C)=C(CC(=C1CCC(=O)[O-])N2)N5)N4)N3.O=C=O.O=C=O.O=C=O.O=C=O,O=C([O-])CCC1=C2CC3=C(CCC(=O)[O-])C(CC(=O)[O-])=C(CC4=C(CC(=O)[O-])C(CCC(=O)[O-])=C(CC5=C(CC(=O)[O-])C(CCC(=O)[O-])=C(CC(=C1CC(=O)[O-])N2)N5)N4)N3.[H+].[H+].[H+].[H+]
DM130,COC1=CC=C(C[C@H]2C3=C(C=C(OC)C(OC)=C3)CC[NH+]2C)C=C1OC//NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O//[H+],COC1=CC=C(C[C@@H]2[NH2+]CCC3=C2C=C(OC)C(OC)=C3)C=C1OC//C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,COC1=CC=C(C[C@H]2C3=C(C=C(OC)C(OC)=C3)CC[NH+]2C)C=C1OC.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+],COC1=CC=C(C[C@@H]2[NH2+]CCC3=C2C=C(OC)C(OC)=C3)C=C1OC.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O
DM131,[NH3+]C[C@H](O)C1=CC(O)=C(O)C=C1//C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,C[NH2+]C[C@H](O)C1=CC(O)=C(O)C=C1//NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O//[H+],[NH3+]C[C@H](O)C1=CC(O)=C(O)C=C1.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,C[NH2+]C[C@H](O)C1=CC(O)=C(O)C=C1.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+]
DM132,NC1=CC=CC=C1//[1*]C(=O)[O-]//[H+],[1*]C(=O)NC1=CC=CC=C1//[H]O[H],NC1=CC=CC=C1.[1*]C(=O)[O-].[H+],[1*]C(=O)NC1=CC=CC=C1.[H]O[H]
DM133,[H][S-]//NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1,S//NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,[H][S-].NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1,S.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
DM134,[H][C@]12CNC3=C(C(=O)NC(N)=N3)N1CN(C1=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C1)C2//[NH3+]CC(=O)[O-]//[H]O[H],NC1=NC2=C(N[C@@H](CNC3=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C3)CN2)C(=O)N1//[NH3+][C@@H](CO)C(=O)[O-],[H][C@]12CNC3=C(C(=O)NC(N)=N3)N1CN(C1=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C1)C2.[NH3+]CC(=O)[O-].[H]O[H],NC1=NC2=C(N[C@@H](CNC3=CC=C(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C=C3)CN2)C(=O)N1.[NH3+][C@@H](CO)C(=O)[O-]
DM135,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=CC=CC(O)=C1O//C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,COC1=CC=CC(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C1O//NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O//[H+],CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=CC=CC(O)=C1O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,COC1=CC=CC(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+]
DM136,CC1=C2\CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O\C2=C(C)\C(C)=C\1O//NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O//[H+],CC1=C(O)\C=C2\CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O\C2=C\1C//C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,CC1=C2\CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O\C2=C(C)\C(C)=C\1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+],CC1=C(O)\C=C2\CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O\C2=C\1C.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O
DM137,*C(=O)CCCCC#CC/C=C\C/C=C\CCCCC//[Fe+3]//[Fe+3]//[H]O[H]//[H]O[H],*C(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC//[Fe+2]//[Fe+2]//O=O//[H+]//[H+],*C(=O)CCCCC#CC/C=C\C/C=C\CCCCC.[Fe+3].[Fe+3].[H]O[H].[H]O[H],*C(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC.[Fe+2].[Fe+2].O=O.[H+].[H+]
DM138,O=C([O-])C1=C(O)C=CC(O)=C1//O=O,O=C([O-])/C=C\C(=O)CC(=O)C(=O)[O-]//[H+],O=C([O-])C1=C(O)C=CC(O)=C1.O=O,O=C([O-])/C=C\C(=O)CC(=O)C(=O)[O-].[H+]
DM139,[H]C(=O)C1=CC(OC)=C(O)C=C1//[H]C(C)=O,C/C=C/C1=CC=C(O)C(OC)=C1//O=O,[H]C(=O)C1=CC(OC)=C(O)C=C1.[H]C(C)=O,C/C=C/C1=CC=C(O)C(OC)=C1.O=O
DM140,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-],[H][C@]12[C@@H](C(=C)C)CC[C@]1(C)CC[C@@H](C)[C@]21CC=C(C)CC1//O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-],[H][C@]12[C@@H](C(=C)C)CC[C@]1(C)CC[C@@H](C)[C@]21CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O
DM141,*[C@H](O)C(=O)[O-]//O=O,[1*]C(=O)C(=O)[O-]//[H]OO[H],*[C@H](O)C(=O)[O-].O=O,[1*]C(=O)C(=O)[O-].[H]OO[H]
