reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R03906(r)/3.2.1A1(rev)/3.2.1.128;	1478/3.2.1A1;	0.340633	0.181818	0.264706	0.391753	0.458015	0.477273	0.411538	0.331461	0.25102
R04270/3.2.1A1/3.2.1.63;	1478/3.2.1A1;	0.334313	0.181818	0.264706	0.378947	0.464	0.481481	0.420354	0.317857	0.20354
R04270/3.2.1A2/3.2.1.63;	1478/3.2.1A1;	0.334313	0.181818	0.264706	0.378947	0.464	0.481481	0.420354	0.317857	0.20354
R04783(r)/3.2.1A1(rev)/3.2.1.23;	1478/3.2.1A1;	0.334061	0.181818	0.264706	0.4	0.460938	0.464286	0.419214	0.30742	0.210682
R04783(r)/3.2.1A2(rev)/3.2.1.23;	1478/3.2.1A1;	0.334061	0.181818	0.264706	0.4	0.460938	0.464286	0.419214	0.30742	0.210682
R00838,R00839/3.2.1A2/3.2.1.122,3.2.1.86;	1478/3.2.1A1;	0.331947	0.181818	0.264706	0.4	0.488189	0.471264	0.394309	0.306931	0.211538
R03256/3.2.1A1/3.2.1.85;	1478/3.2.1A1;	0.331947	0.181818	0.264706	0.4	0.488189	0.471264	0.394309	0.306931	0.211538
R03256/3.2.1A2/3.2.1.85;	1478/3.2.1A1;	0.331947	0.181818	0.264706	0.4	0.488189	0.471264	0.394309	0.306931	0.211538
R00838,R00839/3.2.1A1/3.2.1.122,3.2.1.86;	1478/3.2.1A1;	0.331947	0.181818	0.264706	0.4	0.488189	0.471264	0.394309	0.306931	0.211538
R03906/3.2.1A2/3.2.1.128;	1478/3.2.1A1;	0.326113	0.181818	0.264706	0.391753	0.458015	0.460674	0.374532	0.29863	0.25102
R03906/3.2.1A1/3.2.1.128;	1478/3.2.1A1;	0.326113	0.181818	0.264706	0.391753	0.458015	0.460674	0.374532	0.29863	0.25102
R04783/3.2.1A1/3.2.1.23;	1478/3.2.1A1;	0.322511	0.181818	0.264706	0.4	0.460938	0.447059	0.39485	0.289199	0.20354
R04783/3.2.1A2/3.2.1.23;	1478/3.2.1A1;	0.322511	0.181818	0.264706	0.4	0.460938	0.447059	0.39485	0.289199	0.20354
R00801,R00802(r)/3.2.1A2(rev)/3.2.1.10,3.2.1.20,3.2.1.26,3.2.1.48;	1478/3.2.1A1;	0.321127	0.181818	0.275362	0.40404	0.473684	0.485714	0.382716	0.281787	0.180233
R01194(r)/3.2.1A1(rev)/3.2.1.22;	1478/3.2.1A1;	0.318508	0.181818	0.264706	0.4	0.484127	0.473054	0.368201	0.272109	0.20059
R01194(r)/3.2.1A2(rev)/3.2.1.22;	1478/3.2.1A1;	0.318508	0.181818	0.264706	0.4	0.484127	0.473054	0.368201	0.272109	0.20059
R04512(r)/3.2.1A1(rev)/3.2.1.56;	1478/3.2.1A1;	0.317788	0.181818	0.264706	0.421053	0.484615	0.444444	0.372549	0.280374	0.204663
R04512(r)/3.2.1A2(rev)/3.2.1.56;	1478/3.2.1A1;	0.317788	0.181818	0.264706	0.421053	0.484615	0.444444	0.372549	0.280374	0.204663
R00026,R00028,R00306(r)/3.2.1A1(rev)/3.2.1.20,3.2.1.21,3.2.1.74;	1478/3.2.1A1;	0.313798	0.121212	0.176471	0.308511	0.41129	0.418182	0.381579	0.323636	0.237805
R00306(r)/3.2.1A2(rev)/3.2.1.21,3.2.1.74;	1478/3.2.1A1;	0.313798	0.121212	0.176471	0.308511	0.41129	0.418182	0.381579	0.323636	0.237805
R00306(r)/3.2.1A1(rev)/3.2.1.21,3.2.1.74;	1478/3.2.1A1;	0.313798	0.121212	0.176471	0.308511	0.41129	0.418182	0.381579	0.323636	0.237805
R00026,R00028,R00306(r)/3.2.1A2(rev)/3.2.1.20,3.2.1.21,3.2.1.74;	1478/3.2.1A1;	0.313798	0.121212	0.176471	0.308511	0.41129	0.418182	0.381579	0.323636	0.237805
R01100,R01678(r)(p)/3.2.1A1(rev)/3.2.1.108,3.2.1.23;	1478/3.2.1A1;	0.313798	0.121212	0.176471	0.308511	0.41129	0.418182	0.381579	0.323636	0.237805
R01100,R01678(r)(p)/3.2.1A2(rev)/3.2.1.108,3.2.1.23;	1478/3.2.1A1;	0.313798	0.121212	0.176471	0.308511	0.41129	0.418182	0.381579	0.323636	0.237805
