REACTION_ID	REACTION_SMILES	ec
59362	[NH3+]CCC(=O)[O-].[NH3+][C@@H](CC1=CNC=N1)C(=O)[O-]>>[NH3+]CCC(=O)N[C@@H](CC1=CNC=N1)C(=O)[O-].[H]O[H]	3.4.13.5
59573	[NH3+]CCCC(=O)N[C@@H](CC1=CNC=N1)C(=O)[O-].[H]O[H]>>[NH3+]CCCC(=O)[O-].[NH3+][C@@H](CC1=CNC=N1)C(=O)[O-]	3.4.13.20
59573	[NH3+]CCCC(=O)N[C@@H](CC1=CNC=N1)C(=O)[O-].[H]O[H]>>[NH3+]CCCC(=O)[O-].[NH3+][C@@H](CC1=CNC=N1)C(=O)[O-]	3.4.13.5
59574	[NH3+]CCCC(=O)[O-].[NH3+][C@@H](CC1=CNC=N1)C(=O)[O-]>>[NH3+]CCCC(=O)N[C@@H](CC1=CNC=N1)C(=O)[O-].[H]O[H]	3.4.13.20
59574	[NH3+]CCCC(=O)[O-].[NH3+][C@@H](CC1=CNC=N1)C(=O)[O-]>>[NH3+]CCCC(=O)N[C@@H](CC1=CNC=N1)C(=O)[O-].[H]O[H]	3.4.13.5
59577	CN1C=NC=C1C[C@H](NC(=O)CC[NH3+])C(=O)[O-].[H]O[H]>>CN1C=NC=C1C[C@H]([NH3+])C(=O)[O-].[NH3+]CCC(=O)[O-]	3.4.13.20
59577	CN1C=NC=C1C[C@H](NC(=O)CC[NH3+])C(=O)[O-].[H]O[H]>>CN1C=NC=C1C[C@H]([NH3+])C(=O)[O-].[NH3+]CCC(=O)[O-]	3.4.13.5
59578	CN1C=NC=C1C[C@H]([NH3+])C(=O)[O-].[NH3+]CCC(=O)[O-]>>CN1C=NC=C1C[C@H](NC(=O)CC[NH3+])C(=O)[O-].[H]O[H]	3.4.13.20
59578	CN1C=NC=C1C[C@H]([NH3+])C(=O)[O-].[NH3+]CCC(=O)[O-]>>CN1C=NC=C1C[C@H](NC(=O)CC[NH3+])C(=O)[O-].[H]O[H]	3.4.13.5
59609	[NH3+]CCCC[C@H](NC(=O)CC[NH3+])C(=O)[O-].[H]O[H]>>[NH3+]CCC(=O)[O-].[NH3+]CCCC[C@H]([NH3+])C(=O)[O-]	3.4.13.4
59610	[NH3+]CCC(=O)[O-].[NH3+]CCCC[C@H]([NH3+])C(=O)[O-]>>[NH3+]CCCC[C@H](NC(=O)CC[NH3+])C(=O)[O-].[H]O[H]	3.4.13.4
59613	[NH3+]CCC[C@H](NC(=O)CC[NH3+])C(=O)[O-].[H]O[H]>>[NH3+]CCC(=O)[O-].[NH3+]CCC[C@H]([NH3+])C(=O)[O-]	3.4.13.4
59614	[NH3+]CCC(=O)[O-].[NH3+]CCC[C@H]([NH3+])C(=O)[O-]>>[NH3+]CCC[C@H](NC(=O)CC[NH3+])C(=O)[O-].[H]O[H]	3.4.13.4
59617	NC(=[NH2+])NCCC[C@H](NC(=O)CC[NH3+])C(=O)[O-].[H]O[H]>>[NH3+]CCC(=O)[O-].NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)[O-]	3.4.13.4
59618	[NH3+]CCC(=O)[O-].NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)[O-]>>NC(=[NH2+])NCCC[C@H](NC(=O)CC[NH3+])C(=O)[O-].[H]O[H]	3.4.13.4
59621	[NH3+]CCCC[C@H](NC(=O)CCC[NH3+])C(=O)[O-].[H]O[H]>>[NH3+]CCCC(=O)[O-].[NH3+]CCCC[C@H]([NH3+])C(=O)[O-]	3.4.13.4
59622	[NH3+]CCCC(=O)[O-].[NH3+]CCCC[C@H]([NH3+])C(=O)[O-]>>[NH3+]CCCC[C@H](NC(=O)CCC[NH3+])C(=O)[O-].[H]O[H]	3.4.13.4
59625	[NH3+]CCCC(=O)N[C@@H](CCC[NH3+])C(=O)[O-].[H]O[H]>>[NH3+]CCCC(=O)[O-].[NH3+]CCC[C@H]([NH3+])C(=O)[O-]	3.4.13.4
59626	[NH3+]CCCC(=O)[O-].[NH3+]CCC[C@H]([NH3+])C(=O)[O-]>>[NH3+]CCCC(=O)N[C@@H](CCC[NH3+])C(=O)[O-].[H]O[H]	3.4.13.4
59629	NC(=[NH2+])NCCC[C@H](NC(=O)CCC[NH3+])C(=O)[O-].[H]O[H]>>[NH3+]CCCC(=O)[O-].NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)[O-]	3.4.13.4
59630	[NH3+]CCCC(=O)[O-].NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)[O-]>>NC(=[NH2+])NCCC[C@H](NC(=O)CCC[NH3+])C(=O)[O-].[H]O[H]	3.4.13.4
60445	*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H]>>*SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]	3.4.13.23
60446	*SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H]	3.4.13.23
76408	*[C@H]([NH3+])C(=O)N1CCC[C@H]1C(=O)[O-].[H]O[H]>>*[C@H]([NH3+])C(=O)[O-].O=C([O-])[C@@H]1CCC[NH2+]1	3.4.13.9
65506	*NCC(=O)[O-].CC1(C)C(CC2=CC=C(O)C=C2)NC(=O)C1[NH3+]>>*NCC(=O)NC1C(=O)NC(CC2=CC=C(O)C=C2)C1(C)C.[H]O[H]	3.4.14.14
63562	CC(C)C[C@H](NC(=O)[C@@H]([NH3+])CC1=CNC=N1)C(=O)[O-].CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H]([NH3+])CC(=O)[O-])C(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)[O-]>>CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H]([NH3+])CC(=O)[O-])C(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(C)C)C(=O)[O-].[H]O[H]	3.4.15.1
26555	CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H]([NH3+])CC(=O)[O-])C(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)[O-].[H]O[H]>>CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H]([NH3+])CC(=O)[O-])C(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N1CCC[C@H]1C(=O)[O-].[NH3+][C@@H](CC1=CC=CC=C1)C(=O)[O-]	3.4.17.23
26556	CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H]([NH3+])CC(=O)[O-])C(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N1CCC[C@H]1C(=O)[O-].[NH3+][C@@H](CC1=CC=CC=C1)C(=O)[O-]>>CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H]([NH3+])CC(=O)[O-])C(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)[O-].[H]O[H]	3.4.17.23
48689	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])[C@@H](NC(C)=O)C(O)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.[H]O[H]>>CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)[O-])C(=O)[O-])[C@@H](NC(C)=O)C(O)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.C[C@@H]([NH3+])C(=O)[O-]	3.4.17.13
48690	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)[O-])C(=O)[O-])[C@@H](NC(C)=O)C(O)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.C[C@@H]([NH3+])C(=O)[O-]>>CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])[C@@H](NC(C)=O)C(O)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.[H]O[H]	3.4.17.13
57445	*N[C@@H](*)C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)[O-].[H]O[H]>>*N[C@@H](*)C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[NH3+][C@@H](CC1=CC=C(O)C=C1)C(=O)[O-]	3.4.17.17
57446	*N[C@@H](*)C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[NH3+][C@@H](CC1=CC=C(O)C=C1)C(=O)[O-]>>*N[C@@H](*)C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)[O-].[H]O[H]	3.4.17.17
60449	*SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-].[H]O[H]>>*SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)[O-].[NH3+]CC(=O)[O-]	3.4.17.25
60450	*SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)[O-].[NH3+]CC(=O)[O-]>>*SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-].[H]O[H]	3.4.17.25
63793	*N[C@@H](*)C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[H]O[H]>>*N[C@@H](*)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]	3.4.17.24
63794	*N[C@@H](*)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>*N[C@@H](*)C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[H]O[H]	3.4.17.24
63797	*N[C@@H](*)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[H]O[H]>>*N[C@@H](*)C(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]	3.4.17.24
63798	*N[C@@H](*)C(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>*N[C@@H](*)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[H]O[H]	3.4.17.24
68357	CC(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[H]O[H]>>CC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]	3.4.17.21
68358	CC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>CC(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[H]O[H]	3.4.17.21
82556	CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-].[H]O[H]>>CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-].C[C@@H]([NH3+])C(=O)[O-]	3.4.17.8
82557	CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-].C[C@@H]([NH3+])C(=O)[O-]>>CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-].[H]O[H]	3.4.17.8
83264	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])[C@@H](NC(C)=O)C(O)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.[H]O[H]>>CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])[C@@H](NC(C)=O)C(O)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.C[C@@H]([NH3+])C(=O)[O-]	3.4.17.8
83265	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])[C@@H](NC(C)=O)C(O)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.C[C@@H]([NH3+])C(=O)[O-]>>CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])[C@@H](NC(C)=O)C(O)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.[H]O[H]	3.4.17.8
83268	CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-].[H]O[H]>>CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)[O-])C(=O)[O-].C[C@@H]([NH3+])C(=O)[O-]	3.4.17.13
83269	CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)[O-])C(=O)[O-].C[C@@H]([NH3+])C(=O)[O-]>>CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-].[H]O[H]	3.4.17.13
28808	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-].[H]O[H]>>[NH3+][C@@H](CS)C(=O)NCC(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]	3.4.19.13
28809	[NH3+][C@@H](CS)C(=O)NCC(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-].[H]O[H]	3.4.19.13
31564	CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])[C@@H](O)CCCC(=O)[O-].[H]O[H]>>CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H]([NH3+])C(=O)NCC(=O)[O-])[C@@H](O)CCCC(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]	3.4.19.14
31565	CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H]([NH3+])C(=O)NCC(=O)[O-])[C@@H](O)CCCC(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])[C@@H](O)CCCC(=O)[O-].[H]O[H]	3.4.19.14
52761	[NH3+][C@@H](CCC(=O)N[C@@H](CS/C(CC1=CC=CC=C1)=N\O)C(=O)NCC(=O)[O-])C(=O)[O-].[H]O[H]>>[NH3+][C@@H](CS/C(CC1=CC=CC=C1)=N\O)C(=O)NCC(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]	3.4.19.16
52762	[NH3+][C@@H](CS/C(CC1=CC=CC=C1)=N\O)C(=O)NCC(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>[NH3+][C@@H](CCC(=O)N[C@@H](CS/C(CC1=CC=CC=C1)=N\O)C(=O)NCC(=O)[O-])C(=O)[O-].[H]O[H]	3.4.19.16
59469	*SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-].[H]O[H]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]	3.4.19.13
59470	*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>*SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-].[H]O[H]	3.4.19.13
10001	CCCCC(N)=O.[H]O[H]>>CCCCC(=O)[O-].[H][N+]([H])([H])[H]	3.5.1.50
10002	CCCCC(=O)[O-].[H][N+]([H])([H])[H]>>CCCCC(N)=O.[H]O[H]	3.5.1.50
10033	*N[C@@H](CCC(N)=O)C(=O)[O-].[H]O[H]>>*N[C@@H](CCC(=O)[O-])C(=O)[O-].[H][N+]([H])([H])[H]	3.5.1.43
10034	*N[C@@H](CCC(=O)[O-])C(=O)[O-].[H][N+]([H])([H])[H]>>*N[C@@H](CCC(N)=O)C(=O)[O-].[H]O[H]	3.5.1.43
10353	*CNC(C)=O.[H]O[H]>>*C[NH3+].CC(=O)[O-]	3.5.1.76
10354	*C[NH3+].CC(=O)[O-]>>*CNC(C)=O.[H]O[H]	3.5.1.76
10425	O=C([O-])CNC(=O)C1=CC=CC=C1.[H]O[H]>>O=C([O-])C1=CC=CC=C1.[NH3+]CC(=O)[O-]	3.5.1.32
10426	O=C([O-])C1=CC=CC=C1.[NH3+]CC(=O)[O-]>>O=C([O-])CNC(=O)C1=CC=CC=C1.[H]O[H]	3.5.1.32
10433	CC(=O)N/C=C(/CC(=O)[O-])C(=O)[O-].[H]O[H].[H]O[H].[H+]>>O=CCCC(=O)[O-].CC(=O)[O-].[H][N+]([H])([H])[H].O=C=O	3.5.1.29
10434	O=CCCC(=O)[O-].CC(=O)[O-].[H][N+]([H])([H])[H].O=C=O>>CC(=O)N/C=C(/CC(=O)[O-])C(=O)[O-].[H]O[H].[H]O[H].[H+]	3.5.1.29
10485	COC1=C(O)C=CC(/C=C/C(=O)NCC(=O)[O-])=C1.[H]O[H]>>COC1=C(O)C=CC(/C=C/C(=O)[O-])=C1.[NH3+]CC(=O)[O-]	3.5.1.71
10486	COC1=C(O)C=CC(/C=C/C(=O)[O-])=C1.[NH3+]CC(=O)[O-]>>COC1=C(O)C=CC(/C=C/C(=O)NCC(=O)[O-])=C1.[H]O[H]	3.5.1.71
10873	[1*]C(=O)N[C@@H](CC(=O)[O-])C(=O)[O-].[H]O[H]>>[1*]C(=O)[O-].[NH3+][C@@H](CC(=O)[O-])C(=O)[O-]	3.5.1.15
10874	[1*]C(=O)[O-].[NH3+][C@@H](CC(=O)[O-])C(=O)[O-]>>[1*]C(=O)N[C@@H](CC(=O)[O-])C(=O)[O-].[H]O[H]	3.5.1.15
11001	*[C@@H](NC(N)=O)C(=O)[O-].[H]O[H].[H+].[H+]>>*[C@@H]([NH3+])C(=O)[O-].[H][N+]([H])([H])[H].O=C=O	3.5.1.77
11002	*[C@@H]([NH3+])C(=O)[O-].[H][N+]([H])([H])[H].O=C=O>>*[C@@H](NC(N)=O)C(=O)[O-].[H]O[H].[H+].[H+]	3.5.1.77
11013	NC(=O)[C@@H]([NH3+])CC1=CNC2=C1C=CC=C2.[H]O[H]>>[NH3+][C@@H](CC1=CNC2=C1C=CC=C2)C(=O)[O-].[H][N+]([H])([H])[H]	3.5.1.57
11014	[NH3+][C@@H](CC1=CNC2=C1C=CC=C2)C(=O)[O-].[H][N+]([H])([H])[H]>>NC(=O)[C@@H]([NH3+])CC1=CNC2=C1C=CC=C2.[H]O[H]	3.5.1.57
11185	NC(=O)NCCC(=O)[O-].[H]O[H].[H+].[H+]>>[NH3+]CCC(=O)[O-].[H][N+]([H])([H])[H].O=C=O	3.5.1.6
11186	[NH3+]CCC(=O)[O-].[H][N+]([H])([H])[H].O=C=O>>NC(=O)NCCC(=O)[O-].[H]O[H].[H+].[H+]	3.5.1.6
11545	CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1NC(=O)C[C@H]([NH3+])C(=O)[O-].[H]O[H]>>CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1N.[NH3+][C@@H](CC(=O)[O-])C(=O)[O-].[H+]	3.5.1.26
11546	CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1N.[NH3+][C@@H](CC(=O)[O-])C(=O)[O-].[H+]>>CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1NC(=O)C[C@H]([NH3+])C(=O)[O-].[H]O[H]	3.5.1.26
11661	[1*]C(=O)O[C@H](COC([2*])=O)COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O.[H]O[H]>>*C(=O)OC[C@]([H])(COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1[NH3+])OC(*)=O.CC(=O)[O-]	3.5.1.89
11662	*C(=O)OC[C@]([H])(COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1[NH3+])OC(*)=O.CC(=O)[O-]>>[1*]C(=O)O[C@H](COC([2*])=O)COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O.[H]O[H]	3.5.1.89
11717	NC(=O)*C(=O)[O-].[H]O[H]>>O=C([O-])*C(=O)[O-].[H][N+]([H])([H])[H]	3.5.1.3
11718	O=C([O-])*C(=O)[O-].[H][N+]([H])([H])[H]>>NC(=O)*C(=O)[O-].[H]O[H]	3.5.1.3
11941	NC(=O)NCCC[C@H]([NH3+])C(=O)[O-].[H]O[H].[H+].[H+]>>[NH3+]CCC[C@H]([NH3+])C(=O)[O-].[H][N+]([H])([H])[H].O=C=O	3.5.1.20
11942	[NH3+]CCC[C@H]([NH3+])C(=O)[O-].[H][N+]([H])([H])[H].O=C=O>>NC(=O)NCCC[C@H]([NH3+])C(=O)[O-].[H]O[H].[H+].[H+]	3.5.1.20
12021	*C(N)=O.[H]O[H]>>*C(=O)[O-].[H][N+]([H])([H])[H]	3.5.1.4
12022	*C(=O)[O-].[H][N+]([H])([H])[H]>>*C(N)=O.[H]O[H]	3.5.1.4
12097	[H]C(=O)NCC1=CC=CC=C1.[H]O[H]>>[NH3+]CC1=CC=CC=C1.[H]C(=O)[O-]	3.5.1.91
12098	[NH3+]CC1=CC=CC=C1.[H]C(=O)[O-]>>[H]C(=O)NCC1=CC=CC=C1.[H]O[H]	3.5.1.91
12401	NC(=O)C1=C[N+]([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)=CC=C1.[H]O[H]>>O=C([O-])C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)=C1.[H][N+]([H])([H])[H]	3.5.1.42
