reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R01617(r)/2.3.1F1(rev)/2.3.1.64;	5-asa (mesalazine)/2.3.1D3(rev);	0.271386	1	0.75	0.52	0.34375	0.22	0.166667	0.171875	0.147059
R01617(r)/2.3.1F1(rev)/2.3.1.64;	5-asa (mesalazine)/2.3.1D3(rev);	0.271386	1	0.75	0.52	0.34375	0.22	0.166667	0.171875	0.147059
R09528/2.3.1F1/2.3.1.196;	5-asa (mesalazine)/2.3.1D3;	0.269327	0.714286	0.578947	0.314286	0.282609	0.290323	0.303797	0.162162	0.125
R09528/2.3.1F1/2.3.1.196;	5-asa (mesalazine)/2.3.1D3;	0.269327	0.714286	0.578947	0.314286	0.282609	0.290323	0.303797	0.162162	0.125
R09256(r)/2.3.1D3(rev)/;	5-asa (mesalazine)/2.3.1D3(rev);	0.269006	1	1	0.652174	0.40625	0.211538	0.138889	0.132353	0.115942
R09256(r)/2.3.1D3(rev)/;	5-asa (mesalazine)/2.3.1D3(rev);	0.269006	1	1	0.652174	0.40625	0.211538	0.138889	0.132353	0.115942
R01944(r)/2.3.1D3(rev)/2.3.1.138;	5-asa (mesalazine)/2.3.1D3(rev);	0.268571	1	1	0.652174	0.40625	0.211538	0.150685	0.144928	0.106667
R10473(r)/2.3.1F1(rev)/2.3.1.224;	5-asa (mesalazine)/2.3.1D3;	0.267296	0.714286	0.5	0.272727	0.305556	0.306122	0.31746	0.111111	0.0816327
R10473/2.3.1F1/2.3.1.224;	5-asa (mesalazine)/2.3.1D3(rev);	0.267296	0.714286	0.5	0.272727	0.305556	0.306122	0.31746	0.111111	0.0816327
R10473/2.3.1F1/2.3.1.224;	5-asa (mesalazine)/2.3.1D3(rev);	0.267296	0.714286	0.5	0.272727	0.305556	0.306122	0.31746	0.111111	0.0816327
R10473(r)/2.3.1F1(rev)/2.3.1.224;	5-asa (mesalazine)/2.3.1D3;	0.267296	0.714286	0.5	0.272727	0.305556	0.306122	0.31746	0.111111	0.0816327
R01944/2.3.1F1/2.3.1.138;	5-asa (mesalazine)/2.3.1D3;	0.266667	1	0.75	0.407407	0.30303	0.229167	0.164179	0.20339	0.132353
R06978(r)/2.3.1D3(rev)/2.3.1.178;	5-asa (mesalazine)/2.3.1D3(rev);	0.265918	1	0.857143	0.545455	0.275862	0.152174	0.12069	0.130435	0.175
R06978/2.3.1D3/2.3.1.178;	5-asa (mesalazine)/2.3.1D3;	0.265918	1	0.857143	0.545455	0.275862	0.152174	0.12069	0.130435	0.175
R09257(r)/2.3.1D3(rev)/;	5-asa (mesalazine)/2.3.1D3(rev);	0.265537	1	1	0.652174	0.40625	0.211538	0.150685	0.140845	0.103896
R09255(r)/2.3.1F1(rev)/2.3.1.64;	5-asa (mesalazine)/2.3.1D3(rev);	0.26513	1	0.75	0.52	0.34375	0.22	0.166667	0.166667	0.135135
R09257/2.3.1F1/;	5-asa (mesalazine)/2.3.1D3;	0.26506	1	0.75	0.407407	0.30303	0.229167	0.164179	0.20339	0.128571
R01944(r)/2.3.1D3(rev)/2.3.1.138;	5-asa (mesalazine)/2.3.1D3(rev);	0.264957	1	1	0.652174	0.40625	0.211538	0.135135	0.128571	0.121622
R04316/2.3.1D3/2.3.1.128;	5-asa (mesalazine)/2.3.1D3;	0.264925	1	0.75	0.428571	0.235294	0.155556	0.127273	0.142857	0.194444
R04316(r)/2.3.1D3(rev)/2.3.1.128;	5-asa (mesalazine)/2.3.1D3(rev);	0.264925	1	0.75	0.428571	0.235294	0.155556	0.127273	0.142857	0.194444
R01154(r)/2.3.1F1(rev)/2.3.1.57;	5-asa (mesalazine)/2.3.1D3(rev);	0.264368	1	0.75	0.44	0.275862	0.139535	0.127273	0.139535	0.184211
R02385(r)/2.3.1F1(rev)/2.3.1.110;	5-asa (mesalazine)/2.3.1D3(rev);	0.263021	1	0.75	0.538462	0.382353	0.218182	0.207792	0.153846	0.116279
R02385(r)/2.3.1F1(rev)/2.3.1.110;	5-asa (mesalazine)/2.3.1D3(rev);	0.263021	1	0.75	0.538462	0.382353	0.218182	0.207792	0.153846	0.116279
R02152/2.3.1D3/;	5-asa (mesalazine)/2.3.1D3;	0.262411	1	0.857143	0.545455	0.321429	0.177778	0.131148	0.111111	0.152174
R02452/2.3.1D4/2.3.1.71;	5-asa (mesalazine)/2.3.1D3;	0.262346	0.666667	0.6	0.44	0.305556	0.24	0.191176	0.2	0.155172
R00454/2.3.1D3/;	5-asa (mesalazine)/2.3.1D3;	0.261993	1	0.857143	0.545455	0.296296	0.166667	0.118644	0.117647	0.159091
R00454(r)/2.3.1D3(rev)/;	5-asa (mesalazine)/2.3.1D3(rev);	0.261993	1	0.857143	0.545455	0.296296	0.166667	0.118644	0.117647	0.159091
R09257(r)/2.3.1D3(rev)/;	5-asa (mesalazine)/2.3.1D3(rev);	0.261972	1	1	0.652174	0.40625	0.211538	0.135135	0.125	0.118421
R08036(r)/2.3.1D3(rev)/2.3.1.5;	5-asa (mesalazine)/2.3.1D3;	0.261538	1	0.75	0.538462	0.411765	0.278689	0.26506	0.111111	0.025974
R08036/2.3.1D3/2.3.1.5;	5-asa (mesalazine)/2.3.1D3(rev);	0.261538	1	0.75	0.538462	0.411765	0.278689	0.26506	0.111111	0.025974
R08036/2.3.1D3/2.3.1.5;	5-asa (mesalazine)/2.3.1D3(rev);	0.261538	1	0.75	0.538462	0.411765	0.278689	0.26506	0.111111	0.025974
R08036(r)/2.3.1D3(rev)/2.3.1.5;	5-asa (mesalazine)/2.3.1D3;	0.261538	1	0.75	0.538462	0.411765	0.278689	0.26506	0.111111	0.025974
R11701/2.3.1D3/2.3.1.264;	5-asa (mesalazine)/2.3.1D3;	0.260073	1	0.857143	0.545455	0.296296	0.159091	0.118644	0.12	0.155556
R11701(r)/2.3.1D3(rev)/2.3.1.264;	5-asa (mesalazine)/2.3.1D3(rev);	0.260073	1	0.857143	0.545455	0.296296	0.159091	0.118644	0.12	0.155556
