reaction_id	rxn	substrates_products	ec
MNXR184299	CC(C)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=C=O>>CC(C)CC(=O)C(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS	MNXM1104535.MNXM13.MNXM681091>>MNXM404.MNXM588581.MNXM727276	1.2.7.7
MNXR106601	C[NH3+].[H]O[H]>>[*]N[Cu+](N[*])S[*].[NH4+].C=O	MNXM20148.MNXM255.WATER>>MNXM21526.MNXM729302.MNXM736417	1.4.9.1
MNXR149007	O=S(=O)([O-])[O-]>>[H]O[H]	MNXM58.MNXM728865>>MNXM727410.WATER	3.1.6.1|3.1.6.8
MNXR184557	C[n+]1cn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H]([*])[C@H](O)[C@@H]3OP([*])(=O)[O-])[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21.[H]O[H]>>C[n+]1cn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21.[*][C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP([*])(=O)[O-])[C@H]1O	MNXM1104796.WATER>>MNXM3884.MNXM744207	3.6.1.62
MNXR166872	O=C=O.CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CCC(=O)C[C@@H]1CC3.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C(=O)[O-])[C@@H]1CC3	MNXM13.MNXM733491.MNXM738702>>MNXM5.MNXM739474	1.1.1.170
MNXR131155	O=C([O-])c1ccccc1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H]>>O=Cc1ccccc1.O=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	MNXM217.MNXM5.WATER>>MNXM371.MNXM735438.MNXM738702	1.14.13.84
MNXR133830	NC(N)=O.Nc1cccc([N+](=O)[O-])c1>>N=C(Nc1ccccc1)N[N+](=O)[O-].[H]O[H]	MNXM117.MNXM166216>>MNXM165494.WATER	3.5.3.1
MNXR135336	O=P([O-])([O-])OC[C@@H](O)[C@@H](O)c1c[nH]cn1.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>NC(=O)CC[C@H]([NH3+])C(=O)[O-]	MNXM1422.MNXM741173>>MNXM37835.MNXM37	2.6.1.-
MNXR134072	O=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C([O-])CCCC/C=C\C[C@@H](O)/C=C/C=C/C=C\[C@@H](O)CCCC(=O)[O-].[H]O[H]	MNXM163158.MNXM735438.MNXM738702>>MNXM5.MNXM740398.WATER	1.14.14.94
MNXR187676	O=C=O.[NH3+]CC(=O)[O-]>>[H+].[NH3+]C(C(=O)[O-])C(=O)[O-]	MNXM13.MNXM29>>MNXM1.MNXM3911	4.1.1.12
MNXR185442	C=C1[C@@H](O)CC[C@@H]2[C@]1(C)CC[C@@H]1C[C@@](C)(C3CO3)CC[C@@]21C.[H]O[H]>>C=C1[C@@H](O)CC[C@@H]2[C@]1(C)CC[C@@H]1C[C@@](C)(C(O)CO)CC[C@@]21C	MNXM746533.WATER>>MNXM819025	3.3.2
MNXR188639	[NH3+][C@H]1[C@@H](O)O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O>>[NH3+][C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO)[C@@H](O)[C@@H]1O	MNXM1104065>>MNXM1104944	5.4.2.10
MNXR154687	COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O.[H]O[H]>>COc1c(O)c(C)c(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(O)c1OC.O=O	MNXM1094083.WATER>>MNXM1094084.MNXM735438	1.10.3.11
MNXR184588	[H][H].C[C@@H](OP(=O)([O-])[O-])[C@H](NC(=O)CCCCCCSSCCS(=O)(=O)[O-])C(=O)[O-]>>O=S(=O)([O-])CCS.C[C@@H](OP(=O)([O-])[O-])[C@H](NC(=O)CCCCCCS)C(=O)[O-]	MNXM1108018.MNXM1145.MNXM588581>>MNXM399.MNXM681091.MNXM921	1.8.98.5
MNXR122222	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO[C@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O	MNXM1105941.MNXM7880>>MNXM729340.MNXM729789	2.4.1|2.4.1.-
MNXR163633	COC(=O)Nc1nc2cc(S(=O)c3ccccc3)ccc2[nH]1.[H]O[H]>>COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1.O=O	MNXM1100592.MNXM729103.WATER>>MNXM1100803.MNXM728239.MNXM735438	1.14.14.73
MNXR123428	O=P([O-])([O-])OP(=O)([O-])O.C=C(C)C(C/C=C(\C)CO)CC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C.[*]>>CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C.[H]O[H]	MNXM11.MNXM165018.MNXM36>>MNXM132.MNXM736240.MNXM8975.WATER	2.5.1.149
MNXR117401	O=P([O-])([O-])OP(=O)([O-])O.CCCCCC(O)CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>CCCCCC(O)CCCCCC(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS	MNXM11.MNXM147392.MNXM728294>>MNXM28700.MNXM3.MNXM727276	6.2.1.3
MNXR106647	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>[H+].CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS	MNXM1104266.MNXM741664>>MNXM1.MNXM4052.MNXM727276	2.3.1.53
MNXR152134	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM10.MNXM726011>>MNXM730622.MNXM8	1.1.1.-
MNXR111145	C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.COC(C)(C)C/C=C/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/CC(C)(C)O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+].COC(C)(C)C/C=C/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/CC(C)(C)OC	MNXM1102072.MNXM5789>>MNXM1102167.MNXM1.MNXM5931	2.1.1|2.1.1.-|2.1.1.210
MNXR166679	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H]([NH3+])COP(=O)([O-])OCC[N+](C)(C)C.[*]C(=O)[O-]>>CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC([*])=O.[H]O[H]	MNXM1104253.MNXM739611>>MNXM1107927.WATER	3.5.1.109
MNXR184125	OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O.[*]N[C@@H](Cc1cncn1P(=O)([O-])[O-])C([*])=O>>O=P(O)(O)OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O.[*][NH2+][C@@H](Cc1c[nH]cn1)C([*])=O	MNXM43814.MNXM726468>>MNXM43815.MNXM680853	2.7.1.202
MNXR141440	O=CCC=O.[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>O=CCCO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM1108374.MNXM1.MNXM738702>>MNXM1526.MNXM5	1.1.1|1.1.1.21
MNXR169831	[*].C=CC1=C(C)C2=Cc3c(C=C)c(C)c4n3[Fe-2]35n6c(c(C)c(CCC(=O)[O-])c6=CC6=[N+]3C(=C4)C(C)=C6CCC(=O)[O-])=CC1=[N+]25.O=O>>[*].C=CC1=C(C)C(=O)N/C1=C\c1[nH]c(/C=C2\N=C(C(=O)c3[nH]c(C=O)c(C=C)c3C)C(C)=C2CCC(=O)[O-])c(CCC(=O)[O-])c1C.[Fe+2].[H]O[H]	MNXM1105763.MNXM249.MNXM735438>>MNXM35.MNXM570949.MNXM726711.WATER	1.14.99.57
MNXR109461	O=C=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.Cc1ccc(O)c(O)c1>>CC1=C[C@H](O)[C@@](O)(C(=O)[O-])C=C1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM13.MNXM738702.MNXM961>>MNXM3734.MNXM5	1.3.1.67
MNXR189751	O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O	MNXM1103428.MNXM40333>>MNXM1104559.MNXM3	2.7.4.6
MNXR178000	O=C([O-])CCC(=O)[O-]>>[*].O=C([O-])/C=C/C(=O)[O-]	MNXM25.MNXM8975>>MNXM36.MNXM737340	1.3.99.1
MNXR116906	CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(/C)CC/C=C(\C)CCC=C(C)C>>CC(C)=CCC/C(C)=C/C=C\C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(/C)CC/C=C(\C)CCC=C(C)C	MNXM10457>>MNXM6133	5.2.1|5.2.1.-
MNXR150621	Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1.CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO[C@@H]2O[C@H](CO[C@]3(C(=O)[O-])C[C@@H](O[C@]4(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO[C@]5(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O5)O4)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](OP(=O)([O-])[O-])[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@H]2NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC>>Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])O[C@@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@H]2O)c(=O)n1	MNXM1103302.MNXM4884>>MNXM1108330.MNXM740599	2.4.99.14
MNXR144408	CC(=O)[O-].[*]CC([*])O>>C=CCC(=O)O.[H]O[H]	MNXM26.MNXM734301>>MNXM739745.WATER	3.1.1.1
MNXR152990	C[C@H]([NH3+])C(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCC(=O)[O-]>>O=C=O.C[C@H]([NH3+])C(=O)CCCCCC(=O)[O-].[*][SH2+]	MNXM1105732.MNXM727687>>MNXM13.MNXM726864.MNXM740692	2.3.1.47
MNXR119970	C[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O.O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21>>C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O.[H]O[H]	MNXM5074.MNXM737651>>MNXM731597.WATER	3.2.1.40
MNXR135615	CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C\C=C(/C)CC/C=C(\C)CCC=C(C)C	MNXM1103344>>MNXM728147	2.5.1.-
MNXR183526	Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1.CC(=O)N[C@@H]1[C@H](OC2[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@H](NC(C)=O)[C@H]2O)O[C@H](CO)[C@@H](OP(=O)([O-])OC[C@H](O)COP(=O)([O-])OC[C@H](O)COP(=O)([O-])OC[C@@H](O)[C@@H](O)[C@@H](O)COP(=O)([O-])OC[C@@H](O)[C@@H](O)[C@@H](O)C[*])[C@@H]1O>>CC(=O)N[C@@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@H](NC(C)=O)[C@H]2O)O[C@H](CO)[C@@H](OP(=O)([O-])OC[C@H](O)COP(=O)([O-])OC[C@H](O)CO)[C@@H]1O.Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@@H](O)[C@@H](O)[C@@H](O)CO)[C@@H](O)[C@H]2O)c(=O)n1	MNXM1103302.MNXM163999>>MNXM164822.MNXM2811	2.7.8.14
MNXR181299	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.CC(C)=CCC[C@@H](C)CC=O>>C=CC(C)(O)C/C=C/C(=C)C.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM10.MNXM5387>>MNXM56668.MNXM8	1.1.1.71
MNXR115997	CC(C)CC(=O)SCC[C@H](S)CCCCC(=O)NCCCC[C@H](N[*])C(=O)C[*].O=C=O>>CC(C)CC(=O)C(=O)[O-].[*]CC(=O)[C@H](CCCCNC(=O)CCCC[C@H]1CCSS1)N[*]	MNXM10777.MNXM13>>MNXM404.MNXM727567	1.2.4.4
MNXR194989	CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-]>>O=C=O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS	MNXM1104300.MNXM1106093>>MNXM1104963.MNXM13.MNXM727276	2.3.1.74
MNXR140272	C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C>>[*].C[C@H](/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	MNXM10109.MNXM8975>>MNXM36.MNXM722941	1.3.99|1.3.99.-
MNXR99561	[H+].[Fe+2].O=O>>[Fe+3].[H]O[H]	MNXM1.MNXM726711.MNXM735438>>MNXM726712.WATER	1.16.3.1
MNXR177377	O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O>>[*]O[C@@H]1[C@@H](CO)O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@@H]9[C@@H](CO)O[C@H](O[C@@H]%10[C@@H](CO)OC(O[*])[C@H](O)[C@H]%10O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O.O=P([O-])([O-])O	MNXM1106068>>MNXM7206.MNXM9	2.4.1.1
MNXR147528	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O	MNXM1103458.MNXM738955>>MNXM1104555.MNXM741655	2.8.2.8
MNXR119180	O=P([O-])([O-])OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.[*]N[C@@H](Cc1c[nH]cn1)C([*])=O>>[*]N[C@@H](Cc1cncn1P(=O)([O-])[O-])C([*])=O.OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	MNXM1107798.MNXM162244>>MNXM162243.MNXM726889	2.7.1.205
MNXR120664	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	MNXM1104014.MNXM5>>MNXM145987.MNXM1.MNXM738702	1.3.1.93
MNXR122427	C/C=C(\C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=C1CCCC2C3CC(CN12)C1C[C@H](O)CC[NH+]1C3>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.C/C=C(\C)C(=O)O[C@@H]1CC[NH+]2CC3CC(CN4C(=O)CCCC34)C2C1	MNXM1104649.MNXM731163>>MNXM727276.MNXM731160	2.3.1.93
MNXR140693	CCCCCCCC/C=C\CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].Cc1cc2c(cc1C)N(C[*])c1[nH]c(=O)[nH]c(=O)c1N2>>CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[*])c2cc1C	MNXM1101947.MNXM2229>>MNXM1105956.MNXM53428	1.3.8.8
MNXR116405	O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.[NH3+][C@@H](Cc1cc(I)c(Oc2cc(I)c(OC3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)c(I)c2)c(I)c1)C(=O)[O-].[H+]>>O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.[NH3+][C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-]	MNXM1102128.MNXM18963.MNXM1>>MNXM1104890.MNXM726865	2.4.1.17
