reaction_id	rxn	substrates_products	ec
MNXR174275	[*][C@@H]1O[C@H](CO)[C@@H](OP(=O)([O-])[O-])[C@H]1O.[*]OP(=O)([O-])OC[C@H]1O[C@@H]([*])[C@H]([*])[C@@H]1OP(=O)([O-])[O-]>>[*]OP(=O)([O-])OC[C@H]1O[C@@H]([*])[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H]([*])[C@H](O)[C@@H]1OP(=O)([O-])O[*].[H]O[H]	MNXM484541.MNXM734592>>MNXM681160.WATER	3.1.27.1
MNXR131670	[NH3+][C@@H](CSSC[C@H]([NH3+])C(=O)NCC(=O)[O-])C(=O)NCC(=O)[O-].[H]O[H]>>[NH3+]CC(=O)[O-].[NH3+][C@@H](CS)C(=O)[O-]	MNXM168103.WATER>>MNXM29.MNXM738068	3.4.11.2|3.4.13.19
MNXR176196	O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1OCC([NH2+][*])C([*])=O>>CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O.[*][NH2+][C@@H](CO)C([*])=O	MNXM1102128.MNXM680865>>MNXM1104529.MNXM680861	2.4.1.255
MNXR181383	[H+].CC(C)C=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.CCC(C)O	MNXM1.MNXM5189.MNXM738702>>MNXM5.MNXM731152	1.1.1.71
MNXR147384	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[*]S>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[*]N	MNXM1103458.MNXM740694>>MNXM727276.MNXM91491	2.7.8.-|2.7.8.7
MNXR133819	O=C1OC(c2ccc(OP(=O)(O)O)cc2)(c2ccc(OP(=O)(O)O)cc2)c2ccccc21.[H]O[H]>>O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21.O=P([O-])([O-])O	MNXM168869.WATER>>MNXM74930.MNXM9	3.1.3.2
MNXR146013	[*]C(=O)OC[C@H](COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@H]1O)OC([*])=O.[H]O[H]>>[*]C(=O)OC[C@H](COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O)OC([*])=O.O=P([O-])([O-])O	MNXM726370.WATER>>MNXM732420.MNXM9	3.1.3.67
MNXR139267	[H+].CN(C)c1ccc(/N=[N+](\[O-])c2ccccc2)cc1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.CN(C)c1ccc(/N=N/c2ccccc2)cc1.[H]O[H]	MNXM1.MNXM3860.MNXM738702>>MNXM5.MNXM730645.WATER	1.7.1.11
MNXR153472	O=P([O-])([O-])OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O.[H+]>>O=C(CO)CO.O=CC(O)COP(=O)(O)O	MNXM1107898.MNXM1>>MNXM460.MNXM739945	4.1.2
MNXR107347	c1cncnc1.OC[C@H]1OC(O)[C@H](O)[C@@H]1O.[H+]>>OC[C@H]1O[C@@H]([n+]2cccnc2)[C@H](O)[C@@H]1O.[H]O[H]	MNXM1094080.MNXM1108051.MNXM1>>MNXM730841.WATER	3.2.2.8
MNXR153648	Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1	MNXM1103285.MNXM4456>>MNXM1104188.MNXM4485	2.4.1.132
MNXR165855	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O	MNXM1091155.MNXM3>>MNXM1091156.MNXM40333	2.7.11.6
MNXR111108	[*]NC(=O)[C@H](CCCCN)NC([*])=O.[NH3+]CCC/C=[NH+]/CCC[NH3+]>>[NH3+]CCC[NH3+].[*]NC(=O)[C@H](CCCC/N=C/CCCN)NC([*])=O	MNXM17467.MNXM4697>>MNXM350.MNXM6342	2.5.1.46
MNXR112077	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.OC[C@@H]1OC(O)(CO)[C@H](O)[C@H]1O.[H+]>>OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM10.MNXM1107271.MNXM1>>MNXM4638.MNXM8	1.1.1.15
MNXR165664	Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>O=P([O-])([O-])OP(=O)([O-])O	MNXM1090134.MNXM1103718.MNXM3>>MNXM1090135.MNXM11	2.7.7.72
MNXR191417	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*]C(=O)CC[C@H](NC(=O)c1ccc(N2C[C@H]3CNc4nc(N)[nH]c(=O)c4N3C2)cc1)C(=O)[O-]>>CN1c2c(nc(N)[nH]c2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC([*])=O)C(=O)[O-])cc1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM10.MNXM162297>>MNXM1101162.MNXM8	1.5.1.20|1.5.1.54
MNXR152509	O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.[H+].O=C(/C=C/c1ccc(O)c(O)c1)OC[C@H]1O[C@@H](Oc2cc(O)cc3[o+]c(-c4cc(O)c(O)c(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c4)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc23)[C@H](O)[C@@H](O)[C@@H]1O>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.O=C(/C=C/c1ccc(O)c(O)c1)OC[C@H]1O[C@@H](Oc2cc(O)cc3[o+]c(-c4cc(O)c(O)c(O)c4)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc23)[C@H](O)[C@@H](O)[C@@H]1O	MNXM1102128.MNXM1.MNXM5119>>MNXM1104702.MNXM5713	2.4.1.238
MNXR136748	CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC[C@](C)(O)[C@@H]1CC=C(C)CC1	MNXM1103344>>MNXM726937	4.2.3.-
MNXR190442	NC(=O)CCCC[C@@H]1CCSS1.CC[C@H](C)C(=O)C(=O)[O-].[H+]>>O=C=O.CCC(C)C(=O)SCCC(S)CCCCC(N)=O	MNXM1024.MNXM1103447.MNXM1>>MNXM13.MNXM9096	1.2.4.4
MNXR101456	[H+].O=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H]	MNXM1.MNXM735438.MNXM738702>>MNXM5.WATER	1.6.3.2
MNXR120423	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[*][*][Fe+2]1([*][*])[S-2][Fe+3]([*][*])([*][*])[S-2]1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1>>[*][*][Fe+3]1([*][*])[S-2][Fe+3]([*][*])([*][*])[S-2]1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM10.MNXM169.MNXM5>>MNXM178.MNXM738702.MNXM8	1.6.1.4
MNXR114487	COc1ccc([N+](=O)[O-])cc1[N+](=O)[O-].[H]O[H]>>[H+].O=[N+]([O-])c1ccc([O-])c([N+](=O)[O-])c1.CO	MNXM146492.WATER>>MNXM1.MNXM34532.MNXM729800	3.3.2.14
MNXR131599	O=[N+]([O-])c1ccc([O-])cc1>>CC(O)=N[C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@](O[C@H]([C@H](O)CO)[C@H](O)[C@@H](N)C=O)(c3ccc([N+](=O)[O-])cc3)[C@H](N=C(C)O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O.[H]O[H]	MNXM163858.MNXM526>>MNXM168796.WATER	3.2.1.14
MNXR181580	[H+].C=C[C@@]1(C)CC[C@H]2C(=CCC3[C@](C)(C=O)CCC[C@@]32C)C1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(C)C1=CC[C@H]2C(=C1)CCC1[C@](C)(CO)CCC[C@@]12C	MNXM1.MNXM734845.MNXM738702>>MNXM5.MNXM734877	1.1.1.71
MNXR130334	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[NH3+]C[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H]([NH3+])C[C@H]([NH3+])[C@H]3O[C@H]3O[C@H](C[NH3+])[C@@H](O)[C@H](O)[C@H]3[NH3+])[C@@H]2O)[C@H]([NH3+])[C@@H](O)[C@@H]1O>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS	MNXM1104266.MNXM95425>>MNXM168645.MNXM727276	2.3.1
MNXR116409	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H+].O=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H]	MNXM1106160.MNXM1.MNXM735438.MNXM738702>>MNXM145650.MNXM5.WATER	1.14.13
MNXR130518	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS	MNXM1104266.MNXM168539>>MNXM168620.MNXM727276	2.3.1.60
MNXR120209	C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.NC(=O)C1=C([O-])C[C@]2(O)[C@@H](O)c3cc4cc(O)cc(O)c4c(O)c3C(=O)[C@]2(O)C1=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.COc1cc(O)c2c(O)c3c(cc2c1)[C@H](O)[C@@]1(O)CC([O-])=C(C(N)=O)C(=O)[C@@]1(O)C3=O.[H+]	MNXM1102072.MNXM147850>>MNXM1102167.MNXM147852.MNXM1	2.1.1
MNXR169918	[*]CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC([*])=O.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	MNXM1107910.MNXM5.MNXM727276>>MNXM146118.MNXM738702	1.2.1.84
MNXR174867	OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O.[H+].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O>>OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]	MNXM1107294.MNXM1.MNXM40333.MNXM9>>MNXM1107294.MNXM3.WATER	3.6.3.18
MNXR113558	O=O.C[C@@H]1[C@H](c2ccc(O)cc2)O[C@@H](c2ccc(O)cc2)[C@@H]1C>>C[C@@H]1[C@H](c2ccc(O)c(O)c2)O[C@@H](c2ccc(O)cc2)[C@@H]1C.[H]O[H]	MNXM1102419.MNXM735438.MNXM97135>>MNXM741702.MNXM8975.WATER	1.14.99.47
MNXR117351	[*].C=CC1=C(C)C(=O)NC1Cc1[nH]c(CC2=C(C)C3C(=O)C(=O)/C(=C4\N[C@H](C(=O)[O-])[C@@H](C)[C@@H]4CCC(=O)[O-])C3N2)c(CC)c1C.[H]O[H]>>O=O.C=CC1=C(C)C(=O)NC1Cc1[nH]c(CC2=C(C)C3C(=O)C/C(=C4\N[C@H](C(=O)[O-])[C@@H](C)[C@@H]4CCC(=O)[O-])C3N2)c(CC)c1C	MNXM517.MNXM736852.WATER>>MNXM735438.MNXM736441	1.13.12.18
MNXR112910	O=C=O.c1ccc2[nH]ccc2c1>>[H+].O=C([O-])c1c[nH]c2ccccc12	MNXM13.MNXM735090>>MNXM1.MNXM4016	4.1.1.92
MNXR108427	O=C([O-])[C@H](O)c1ccccc1>>O=C([O-])[C@@H](O)c1ccccc1	MNXM1698>>MNXM726677	5.1.2.2
MNXR171901	[H+].CC(=O)[O-].Nc1cc[nH]c(=O)n1>>CC(=O)Nc1cc[nH]c(=O)n1.[H]O[H]	MNXM1.MNXM26.MNXM761>>MNXM748296.WATER	3.5.1.135
MNXR119437	O=C([O-])C(=O)CC(O)CP(=O)([O-])O>>O=C([O-])C(=O)/C=C\CP(=O)([O-])O.[H]O[H]	MNXM147372>>MNXM147730.WATER	4.2.1
MNXR177027	C/C=C(/C[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H]>>[H+].O=O.C/C=C(/CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1	MNXM13511.MNXM5.WATER>>MNXM1.MNXM735438.MNXM737160.MNXM738702	1.14.13.-
MNXR117873	[H+].Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]O[C@@H]1[C@H](C(=O)[O-])O[C@@H](O[C@@H]2[C@@H](C(=O)[O-])O[C@@H](O[C@@H]3[C@H](C(=O)[O-])O[C@@H](O[C@@H]4[C@@H](C(=O)[O-])O[C@@H](O[C@@H]5[C@H](C(=O)[O-])O[C@@H](O[*])[C@@H](O)[C@H]5O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H]2O)[C@@H](O)[C@H]1O.O=P([O-])([O-])O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]O[C@@H]1[C@H](C(=O)[O-])O[C@@H](O[C@@H]2[C@@H](C(=O)[O-])O[C@@H](O[C@@H]3[C@H](C(=O)[O-])O[C@@H](O[C@@H]4[C@@H](C(=O)[O-])O[C@@H](O[C@@H]5[C@H](C(=O)[O-])O[C@@H](O[*])[C@@H](O)[C@H]5O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H]2O)[C@@H](O)[C@H]1O.[H]O[H]	MNXM1.MNXM40333.MNXM728653.MNXM9>>MNXM3.MNXM728653.WATER	7.5.2.2
MNXR194424	CN(C)c1nc2c(c(=O)[nH]1)[n+](C)cn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>[H]O[H]	MNXM1135064.MNXM146720>>MNXM1135070.WATER	3.6.1.59
MNXR194244	Cc1cc(O)c2c(O)c3c(c(O)c2c1)CC(O)=CC3=O.[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>Cc1cc(O)c2c(O)c3c(c(O)c2c1)C[C@@H](O)CC3=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1	MNXM1115095.MNXM1.MNXM738702>>MNXM1115096.MNXM5	1.3.1
MNXR118465	[*]OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)([O-])O[*].[H]O[H]>>[*]OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1OP(=O)([O-])O[*].[NH4+]	MNXM114619.WATER>>MNXM114631.MNXM729302	3.5.4.36
MNXR95410	O=C(OP(=O)([O-])[O-])[C@H](O)COP(=O)([O-])[O-].[H]O[H]>>[H+].O=C([O-])[C@H](O)COP(=O)([O-])[O-].O=P([O-])([O-])O	MNXM1108073.WATER>>MNXM1.MNXM727604.MNXM9	3.6.1.7
MNXR141300	O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.[H+].CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](CO[C@]2(C(=O)[O-])C[C@@H](O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O[C@H]3O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O[C@@H]4O[C@H]([C@H](O)CO)[C@@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H]4O)[C@@H]3O)[C@@H]([C@H](O)CO)O2)O[C@@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC>>CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](CO[C@]2(C(=O)[O-])C[C@@H](O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O[C@H]3O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O[C@@H]4O[C@H]([C@H](O)CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H]([C@H](O)CO)O2)O[C@@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1	MNXM1102128.MNXM1.MNXM734818>>MNXM1104341.MNXM1104702	2.4.1|2.4.1.58
MNXR165255	[*]c1c([*])c(O)c([*])c([*])c1O.O=C([O-])CCC(=O)C(=O)[O-]>>[*]C1=C([*])C(=O)C([*])=C([*])C1=O.O=C([O-])CC[C@H](O)C(=O)[O-]	MNXM162252.MNXM20>>MNXM2824.MNXM733231	1.1.5.13
MNXR188674	O=P([O-])([O-])O[C@H]1[C@@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-].[H]O[H]>>O=P([O-])([O-])O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1OP(=O)([O-])[O-].[H+].O=P([O-])([O-])O	MNXM1102135.WATER>>MNXM1106105.MNXM1.MNXM9	3.6.1.52
MNXR110386	O=C=O.NC(=O)N[C@H]1NC(=O)NC1=O>>NC(=O)NC1=NC(=O)N[C@@]1(O)C(=O)[O-].[H+]	MNXM13.MNXM91795>>MNXM1805.MNXM1	4.1.1.97
